,original_text,masked_text,prediction,matching_count,total_count
5548,"man's trail. there is a complete absence of motive. no, my dear fellow;","man's trail. there is a complete absence <mask> motive. no, my dear fellow;","man's trail. there is a complete absence  of motive. no, my dear fellow;",1,1
5549,"we must reconcile ourselves to the fact that we have no case at present,","we must reconcile ourselves <mask> the fact that we have no case <mask> present,","we must reconcile ourselves  with the fact that we have no case  at present,",1,2
5550,and that it is worth our while to run any risk in order to establish,and that it is worth our while <mask> run any risk <mask> order <mask> establish,and that it is worth our while  to run any risk  in order  to establish,3,3
5551,"one.""","one.""","one.""",0,0
5552,,,,0,0
5553,"""and how do you propose to do so?""","""and how do you propose <mask> do so?""","""and how do you propose  to do so?""",1,1
5554,,,,0,0
5555,"""i have great hopes of what mrs. laura lyons may do for us when the","""i have great hopes <mask> what mrs. laura lyons may do <mask> us when the","""i have great hopes  for what mrs. laura lyons may do  for us when the",1,2
5556,position of affairs is made clear to her. and i have my own plan as,position <mask> affairs is made clear <mask> her. and i have my own plan as,position  of affairs is made clear  to her. and i have my own plan as,2,2
5557,well. sufficient for tomorrow is the evil thereof; but i hope before the,well. sufficient <mask> tomorrow is the evil thereof; but i hope before the,well. sufficient . tomorrow is the evil thereof; but i hope before the,0,1
5558,"day is past to have the upper hand at last.""","day is past <mask> have the upper hand <mask> last.""","day is past  we have the upper hand  at last.""",1,2
5559,,,,0,0
5560,"i could draw nothing further from him, and he walked, lost in thought,","i could draw nothing further <mask> him, and he walked, lost <mask> thought,","i could draw nothing further  from him, and he walked, lost  in thought,",2,2
5561,as far as the baskerville gates.,as far as the baskerville gates.,as far as the baskerville gates.,0,0
5562,,,,0,0
5563,"""are you coming up?""","""are you coming up?""","""are you coming up?""",0,0
5564,,,,0,0
5565,"""yes; i see no reason for further concealment. but one last word,","""yes; i see no reason <mask> further concealment. but one last word,","""yes; i see no reason  for further concealment. but one last word,",1,1
5566,watson. say nothing of the hound to sir henry. let him think that,watson. say nothing <mask> the hound <mask> sir henry. let him think that,watson. say nothing  to the hound . sir henry. let him think that,0,2
5567,selden's death was as stapleton would have us believe. he will have a,selden's death was as stapleton would have us believe. he will have a,selden's death was as stapleton would have us believe. he will have a,0,0
5568,"better nerve for the ordeal which he will have to undergo tomorrow,","better nerve <mask> the ordeal which he will have <mask> undergo tomorrow,","better nerve  after the ordeal which he will have  to undergo tomorrow,",1,2
5569,"when he is engaged, if i remember your report aright, to dine with these","when he is engaged, if i remember your report aright, <mask> dine <mask> these","when he is engaged, if i remember your report aright,  i dine  on these",0,2
5570,"people.""","people.""","people.""",0,0
5571,,,,0,0
5572,"""and so am i.""","""and so am i.""","""and so am i.""",0,0
5573,,,,0,0
5574,"""then you must excuse yourself and he must go alone. that will be easily","""then you must excuse yourself and he must go alone. that will be easily","""then you must excuse yourself and he must go alone. that will be easily",0,0
5575,"arranged. and now, if we are too late for dinner, i think that we are","arranged. and now, if we are too late <mask> dinner, i think that we are","arranged. and now, if we are too late  for dinner, i think that we are",1,1
5576,"both ready for our suppers.""","both ready <mask> our suppers.""","both ready  for our suppers.""",1,1
5577,,,,0,0
5578,"sir henry was more pleased than surprised to see sherlock holmes, for he","sir henry was more pleased than surprised <mask> see sherlock holmes, <mask> he","sir henry was more pleased than surprised  to see sherlock holmes,  and he",1,2
5579,had for some days been expecting that recent events would bring him down,had <mask> some days been expecting that recent events would bring him down,had  for some days been expecting that recent events would bring him down,1,1
5580,"from london. he did raise his eyebrows, however, when he found that my"," <mask> london. he did raise his eyebrows, however, when he found that my"," in london. he did raise his eyebrows, however, when he found that my",0,1
5581,friend had neither any luggage nor any explanations for its absence.,friend had neither any luggage nor any explanations <mask> its absence.,friend had neither any luggage nor any explanations  for its absence.,1,1
5582,"between us we soon supplied his wants, and then over a belated supper","between us we soon supplied his wants, and then over a belated supper","between us we soon supplied his wants, and then over a belated supper",0,0
5583,we explained to the baronet as much of our experience as it seemed,we explained <mask> the baronet as much <mask> our experience as it seemed,we explained  to the baronet as much  of our experience as it seemed,2,2
5584,desirable that he should know. but first i had the unpleasant duty of,desirable that he should know. but first i had the unpleasant duty <mask>,desirable that he should know. but first i had the unpleasant duty .,0,1
5585,breaking the news to barrymore and his wife. to him it may have been an,breaking the news <mask> barrymore and his wife. <mask> him it may have been an,breaking the news  to barrymore and his wife.  For him it may have been an,1,2
5586,"unmitigated relief, but she wept bitterly in her apron. to all the world","unmitigated relief, but she wept bitterly <mask> her apron. <mask> all the world","unmitigated relief, but she wept bitterly  into her apron.  For all the world",0,2
5587,"he was the man of violence, half animal and half demon; but to her he","he was the man <mask> violence, half animal and half demon; but <mask> her he","he was the man  of violence, half animal and half demon; but  for her he",1,2
5588,"always remained the little wilful boy of her own girlhood, the child who","always remained the little wilful boy <mask> her own girlhood, the child who","always remained the little wilful boy  of her own girlhood, the child who",1,1
5589,had clung to her hand. evil indeed is the man who has not one woman to,had clung <mask> her hand. evil indeed is the man who has not one woman <mask>,had clung  to her hand. evil indeed is the man who has not one woman .,1,2
5590,mourn him.,mourn him.,mourn him.,0,0
5591,,,,0,0
5592,"""i've been moping in the house all day since watson went off in the","""i've been moping <mask> the house all day since watson went off <mask> the","""i've been moping  around the house all day since watson went off  to the",0,2
5593,"morning,"" said the baronet. ""i guess i should have some credit, for i","morning,"" said the baronet. ""i guess i should have some credit, <mask> i","morning,"" said the baronet. ""i guess i should have some credit,  but i",0,1
5594,have kept my promise. if i hadn't sworn not to go about alone i might,have kept my promise. if i hadn't sworn not <mask> go <mask> alone i might,have kept my promise. if i hadn't sworn not  to go  it alone i might,1,2
5595,"have had a more lively evening, for i had a message from stapleton","have had a more lively evening, <mask> i had a message <mask> stapleton","have had a more lively evening,  but i had a message  from stapleton",1,2
5596,"asking me over there.""","asking me over there.""","asking me over there.""",0,0
5597,,,,0,0
5598,"""i have no doubt that you would have had a more lively evening,"" said","""i have no doubt that you would have had a more lively evening,"" said","""i have no doubt that you would have had a more lively evening,"" said",0,0
5599,"holmes drily. ""by the way, i don't suppose you appreciate that we have","holmes drily. ""by the way, i don't suppose you appreciate that we have","holmes drily. ""by the way, i don't suppose you appreciate that we have",0,0
5600,"been mourning over you as having broken your neck?""","been mourning over you as having broken your neck?""","been mourning over you as having broken your neck?""",0,0
5601,,,,0,0
5602,"sir henry opened his eyes. ""how was that?""","sir henry opened his eyes. ""how was that?""","sir henry opened his eyes. ""how was that?""",0,0
5603,,,,0,0
5604,"""this poor wretch was dressed in your clothes. i fear your servant who","""this poor wretch was dressed <mask> your clothes. i fear your servant who","""this poor wretch was dressed  in your clothes. i fear your servant who",1,1
5605,"gave them to him may get into trouble with the police.""","gave them <mask> him may get into trouble <mask> the police.""","gave them  to him may get into trouble  with the police.""",2,2
5606,,,,0,0
5607,"""that is unlikely. there was no mark on any of them, as far as i know.""","""that is unlikely. there was no mark <mask> any <mask> them, as far as i know.""","""that is unlikely. there was no mark  on any  of them, as far as i know.""",2,2
5608,,,,0,0
5609,"""that's lucky for him--in fact, it's lucky for all of you, since you are","""that's lucky <mask> him--in fact, it's lucky <mask> all <mask> you, since you are","""that's lucky  for him--in fact, it's lucky  for all  of you, since you are",1,3
5610,all on the wrong side of the law in this matter. i am not sure that as,all <mask> the wrong side <mask> the law <mask> this matter. i am not sure that as,all  on the wrong side  of the law  in this matter. i am not sure that as,3,3
5611,a conscientious detective my first duty is not to arrest the whole,a conscientious detective my first duty is not <mask> arrest the whole,a conscientious detective my first duty is not  to arrest the whole,1,1
5612,"household. watson's reports are most incriminating documents.""","household. watson's reports are most incriminating documents.""","household. watson's reports are most incriminating documents.""",0,0
5613,,,,0,0
5614,"""but how about the case?"" asked the baronet. ""have you made anything out","""but how <mask> the case?"" asked the baronet. ""have you made anything out","""but how 's the case?"" asked the baronet. ""have you made anything out",0,1
5615,of the tangle? i don't know that watson and i are much the wiser since, <mask> the tangle? i don't know that watson and i are much the wiser since, why the tangle? i don't know that watson and i are much the wiser since,0,1
5616,"we came down.""","we came down.""","we came down.""",0,0
5617,,,,0,0
5618,"""i think that i shall be in a position to make the situation rather more","""i think that i shall be <mask> a position <mask> make the situation rather more","""i think that i shall be  in a position  to make the situation rather more",2,2
5619,clear to you before long. it has been an exceedingly difficult and most,clear <mask> you before long. it has been an exceedingly difficult and most,clear  to you before long. it has been an exceedingly difficult and most,1,1
5620,complicated business. there are several points upon which we still want,complicated business. there are several points upon which we still want,complicated business. there are several points upon which we still want,0,0
5621,"light--but it is coming all the same.""","light--but it is coming all the same.""","light--but it is coming all the same.""",0,0
5622,,,,0,0
5623,"""we've had one experience, as watson has no doubt told you. we heard the","""we've had one experience, as watson has no doubt told you. we heard the","""we've had one experience, as watson has no doubt told you. we heard the",0,0
5624,"hound on the moor, so i can swear that it is not all empty superstition.","hound <mask> the moor, so i can swear that it is not all empty superstition.","hound  walked the moor, so i can swear that it is not all empty superstition.",0,1
5625,"i had something to do with dogs when i was out west, and i know one when","i had something <mask> do <mask> dogs when i was out west, and i know one when","i had something  to do  with dogs when i was out west, and i know one when",2,2
5626,i hear one. if you can muzzle that one and put him on a chain i'll be,i hear one. if you can muzzle that one and put him <mask> a chain i'll be,i hear one. if you can muzzle that one and put him  on a chain i'll be,1,1
5627,"ready to swear you are the greatest detective of all time.""","ready <mask> swear you are the greatest detective <mask> all time.""","ready I swear you are the greatest detective  of all time.""",1,2
5628,,,,0,0
5629,"""i think i will muzzle him and chain him all right if you will give me","""i think i will muzzle him and chain him all right if you will give me","""i think i will muzzle him and chain him all right if you will give me",0,0
5630,"your help.""","your help.""","your help.""",0,0
5631,,,,0,0
5632,"""whatever you tell me to do i will do.""","""whatever you tell me <mask> do i will do.""","""whatever you tell me  to do i will do.""",1,1
5633,,,,0,0
5634,"""very good; and i will ask you also to do it blindly, without always","""very good; and i will ask you also <mask> do it blindly, without always","""very good; and i will ask you also  to do it blindly, without always",1,1
5635,"asking the reason.""","asking the reason.""","asking the reason.""",0,0
5636,,,,0,0
5637,"""just as you like.""","""just as you like.""","""just as you like.""",0,0
5638,,,,0,0
5639,"""if you will do this i think the chances are that our little problem","""if you will do this i think the chances are that our little problem","""if you will do this i think the chances are that our little problem",0,0
5640,"will soon be solved. i have no doubt--""","will soon be solved. i have no doubt--""","will soon be solved. i have no doubt--""",0,0
5641,,,,0,0
5642,he stopped suddenly and stared fixedly up over my head into the air. the,he stopped suddenly and stared fixedly up over my head into the air. the,he stopped suddenly and stared fixedly up over my head into the air. the,0,0
5643,"lamp beat upon his face, and so intent was it and so still that it might","lamp beat upon his face, and so intent was it and so still that it might","lamp beat upon his face, and so intent was it and so still that it might",0,0
5644,"have been that of a clear-cut classical statue, a personification of","have been that <mask> a clear-cut classical statue, a personification <mask>","have been that  of a clear-cut classical statue, a personification .",1,2
5645,alertness and expectation.,alertness and expectation.,alertness and expectation.,0,0
5646,,,,0,0
5647,"""what is it?"" we both cried.","""what is it?"" we both cried.","""what is it?"" we both cried.",0,0
5648,,,,0,0
5649,i could see as he looked down that he was repressing some internal,i could see as he looked down that he was repressing some internal,i could see as he looked down that he was repressing some internal,0,0
5650,"emotion. his features were still composed, but his eyes shone with","emotion. his features were still composed, but his eyes shone <mask>","emotion. his features were still composed, but his eyes shone .",0,1
5651,amused exultation.,amused exultation.,amused exultation.,0,0
5652,,,,0,0
5653,"""excuse the admiration of a connoisseur,"" said he as he waved his hand","""excuse the admiration <mask> a connoisseur,"" said he as he waved his hand","""excuse the admiration  of a connoisseur,"" said he as he waved his hand",1,1
5654,"towards the line of portraits which covered the opposite wall. ""watson","towards the line <mask> portraits which covered the opposite wall. ""watson","towards the line  of portraits which covered the opposite wall. ""watson",1,1
5655,won't allow that i know anything of art but that is mere jealousy,won't allow that i know anything <mask> art but that is mere jealousy,won't allow that i know anything  about art but that is mere jealousy,0,1
5656,"because our views upon the subject differ. now, these are a really very","because our views upon the subject differ. now, these are a really very","because our views upon the subject differ. now, these are a really very",0,0
5657,"fine series of portraits.""","fine series <mask> portraits.""","fine series  of portraits.""",1,1
5658,,,,0,0
5659,"""well, i'm glad to hear you say so,"" said sir henry, glancing with some","""well, i'm glad <mask> hear you say so,"" said sir henry, glancing <mask> some","""well, i'm glad  to hear you say so,"" said sir henry, glancing  around some",1,2
5660,"surprise at my friend. ""i don't pretend to know much about these things,","surprise <mask> my friend. ""i don't pretend <mask> know much <mask> these things,","surprise , my friend. ""i don't pretend  to know much  about these things,",2,3
5661,and i'd be a better judge of a horse or a steer than of a picture. i,and i'd be a better judge <mask> a horse or a steer than <mask> a picture. i,and i'd be a better judge  of a horse or a steer than  of a picture. i,2,2
5662,"didn't know that you found time for such things.""","didn't know that you found time <mask> such things.""","didn't know that you found time  for such things.""",1,1
5663,,,,0,0
5664,"""i know what is good when i see it, and i see it now. that's a kneller,","""i know what is good when i see it, and i see it now. that's a kneller,","""i know what is good when i see it, and i see it now. that's a kneller,",0,0
5665,"i'll swear, that lady in the blue silk over yonder, and the stout","i'll swear, that lady <mask> the blue silk over yonder, and the stout","i'll swear, that lady  with the blue silk over yonder, and the stout",0,1
5666,gentleman with the wig ought to be a reynolds. they are all family,gentleman <mask> the wig ought <mask> be a reynolds. they are all family,"gentleman , the wig ought  to be a reynolds. they are all family",1,2
5667,"portraits, i presume?""","portraits, i presume?""","portraits, i presume?""",0,0
5668,,,,0,0
5669,"""every one.""","""every one.""","""every one.""",0,0
5670,,,,0,0
5671,"""do you know the names?""","""do you know the names?""","""do you know the names?""",0,0
5672,,,,0,0
5673,"""barrymore has been coaching me in them, and i think i can say my","""barrymore has been coaching me <mask> them, and i think i can say my","""barrymore has been coaching me  on them, and i think i can say my",0,1
5674,"lessons fairly well.""","lessons fairly well.""","lessons fairly well.""",0,0
5675,,,,0,0
5676,"""who is the gentleman with the telescope?""","""who is the gentleman <mask> the telescope?""","""who is the gentleman  with the telescope?""",1,1
5677,,,,0,0
5678,"""that is rear-admiral baskerville, who served under rodney in the west","""that is rear-admiral baskerville, who served under rodney <mask> the west","""that is rear-admiral baskerville, who served under rodney  in the west",1,1
5679,indies. the man with the blue coat and the roll of paper is sir william,indies. the man <mask> the blue coat and the roll <mask> paper is sir william,indies. the man  in the blue coat and the roll  of paper is sir william,1,2
5680,"baskerville, who was chairman of committees of the house of commons","baskerville, who was chairman <mask> committees <mask> the house <mask> commons","baskerville, who was chairman  of committees  in the house . commons",1,3
5681,"under pitt.""","under pitt.""","under pitt.""",0,0
5682,,,,0,0
5683,"""and this cavalier opposite to me--the one with the black velvet and the","""and this cavalier opposite <mask> me--the one <mask> the black velvet and the","""and this cavalier opposite  of me--the one  with the black velvet and the",1,2
5684,"lace?""","lace?""","lace?""",0,0
5685,,,,0,0
5686,"""ah, you have a right to know about him. that is the cause of all the","""ah, you have a right <mask> know <mask> him. that is the cause <mask> all the","""ah, you have a right  to know  about him. that is the cause  of all the",3,3
5687,"mischief, the wicked hugo, who started the hound of the baskervilles.","mischief, the wicked hugo, who started the hound <mask> the baskervilles.","mischief, the wicked hugo, who started the hound  in the baskervilles.",0,1
5688,"we're not likely to forget him.""","we're not likely <mask> forget him.""","we're not likely  to forget him.""",1,1
5689,,,,0,0
5690,i gazed with interest and some surprise upon the portrait.,i gazed <mask> interest and some surprise upon the portrait.,i gazed  with interest and some surprise upon the portrait.,1,1
5691,,,,0,0
5692,"""dear me!"" said holmes, ""he seems a quiet, meek-mannered man enough, but","""dear me!"" said holmes, ""he seems a quiet, meek-mannered man enough, but","""dear me!"" said holmes, ""he seems a quiet, meek-mannered man enough, but",0,0
5693,i dare say that there was a lurking devil in his eyes. i had pictured,i dare say that there was a lurking devil <mask> his eyes. i had pictured,i dare say that there was a lurking devil  in his eyes. i had pictured,1,1
5694,"him as a more robust and ruffianly person.""","him as a more robust and ruffianly person.""","him as a more robust and ruffianly person.""",0,0
5695,,,,0,0
5696,"""there's no doubt about the authenticity, for the name and the date,","""there's no doubt <mask> the authenticity, <mask> the name and the date,","""there's no doubt  about the authenticity,  about the name and the date,",1,2
5697,"1647, are on the back of the canvas.""","1647, are <mask> the back <mask> the canvas.""","1647, are  on the back  of the canvas.""",2,2
5698,,,,0,0
5699,"holmes said little more, but the picture of the old roysterer seemed to","holmes said little more, but the picture <mask> the old roysterer seemed <mask>","holmes said little more, but the picture  of the old roysterer seemed  clear",1,2
5700,"have a fascination for him, and his eyes were continually fixed upon it","have a fascination <mask> him, and his eyes were continually fixed upon it","have a fascination  with him, and his eyes were continually fixed upon it",0,1
5701,"during supper. it was not until later, when sir henry had gone to his","during supper. it was not until later, when sir henry had gone <mask> his","during supper. it was not until later, when sir henry had gone  to his",1,1
5702,"room, that i was able to follow the trend of his thoughts. he led me","room, that i was able <mask> follow the trend <mask> his thoughts. he led me","room, that i was able  to follow the trend  of his thoughts. he led me",2,2
5703,"back into the banqueting-hall, his bedroom candle in his hand, and he","back into the banqueting-hall, his bedroom candle <mask> his hand, and he","back into the banqueting-hall, his bedroom candle  in his hand, and he",1,1
5704,held it up against the time-stained portrait on the wall.,held it up against the time-stained portrait <mask> the wall.,held it up against the time-stained portrait  on the wall.,1,1
5705,,,,0,0
5706,"""do you see anything there?""","""do you see anything there?""","""do you see anything there?""",0,0
5707,,,,0,0
5708,"i looked at the broad plumed hat, the curling love-locks, the white lace","i looked <mask> the broad plumed hat, the curling love-locks, the white lace","i looked  at the broad plumed hat, the curling love-locks, the white lace",1,1
5709,"collar, and the straight, severe face which was framed between them. it","collar, and the straight, severe face which was framed between them. it","collar, and the straight, severe face which was framed between them. it",0,0
5710,"was not a brutal countenance, but it was prim, hard, and stern, with a","was not a brutal countenance, but it was prim, hard, and stern, <mask> a","was not a brutal countenance, but it was prim, hard, and stern,  and a",0,1
5711,"firm-set, thin-lipped mouth, and a coldly intolerant eye.","firm-set, thin-lipped mouth, and a coldly intolerant eye.","firm-set, thin-lipped mouth, and a coldly intolerant eye.",0,0
5712,,,,0,0
5713,"""is it like anyone you know?""","""is it like anyone you know?""","""is it like anyone you know?""",0,0
5714,,,,0,0
5715,"""there is something of sir henry about the jaw.""","""there is something <mask> sir henry <mask> the jaw.""","""there is something  wrong sir henry  with the jaw.""",0,2
5716,,,,0,0
5717,"""just a suggestion, perhaps. but wait an instant!"" he stood upon a","""just a suggestion, perhaps. but wait an instant!"" he stood upon a","""just a suggestion, perhaps. but wait an instant!"" he stood upon a",0,0
5718,"chair, and, holding up the light in his left hand, he curved his right","chair, and, holding up the light <mask> his left hand, he curved his right","chair, and, holding up the light  with his left hand, he curved his right",0,1
5719,arm over the broad hat and round the long ringlets.,arm over the broad hat and round the long ringlets.,arm over the broad hat and round the long ringlets.,0,0
5720,,,,0,0
5721,"""good heavens!"" i cried in amazement.","""good heavens!"" i cried <mask> amazement.","""good heavens!"" i cried  in amazement.",1,1
5722,,,,0,0
5723,the face of stapleton had sprung out of the canvas.,the face <mask> stapleton had sprung out <mask> the canvas.,the face  of stapleton had sprung out  of the canvas.,2,2
5724,,,,0,0
5725,"""ha, you see it now. my eyes have been trained to examine faces and not","""ha, you see it now. my eyes have been trained <mask> examine faces and not","""ha, you see it now. my eyes have been trained  to examine faces and not",1,1
5726,their trimmings. it is the first quality of a criminal investigator that,their trimmings. it is the first quality <mask> a criminal investigator that,their trimmings. it is the first quality  of a criminal investigator that,1,1
5727,"he should see through a disguise.""","he should see through a disguise.""","he should see through a disguise.""",0,0
5728,,,,0,0
5729,"""but this is marvellous. it might be his portrait.""","""but this is marvellous. it might be his portrait.""","""but this is marvellous. it might be his portrait.""",0,0
5730,,,,0,0
5731,"""yes, it is an interesting instance of a throwback, which appears to be","""yes, it is an interesting instance <mask> a throwback, which appears <mask> be","""yes, it is an interesting instance  of a throwback, which appears  to be",2,2
5732,both physical and spiritual. a study of family portraits is enough,both physical and spiritual. a study <mask> family portraits is enough,both physical and spiritual. a study  of family portraits is enough,1,1
5733,to convert a man to the doctrine of reincarnation. the fellow is a, <mask> convert a man <mask> the doctrine <mask> reincarnation. the fellow is a, i convert a man  to the doctrine  of reincarnation. the fellow is a,2,3
5734,"baskerville--that is evident.""","baskerville--that is evident.""","baskerville--that is evident.""",0,0
5735,,,,0,0
5736,"""with designs upon the succession.""","""with designs upon the succession.""","""with designs upon the succession.""",0,0
5737,,,,0,0
5738,"""exactly. this chance of the picture has supplied us with one of our","""exactly. this chance <mask> the picture has supplied us <mask> one <mask> our","""exactly. this chance  of the picture has supplied us  with one  of our",3,3
5739,"most obvious missing links. we have him, watson, we have him, and i dare","most obvious missing links. we have him, watson, we have him, and i dare","most obvious missing links. we have him, watson, we have him, and i dare",0,0
5740,swear that before tomorrow night he will be fluttering in our net as,swear that before tomorrow night he will be fluttering <mask> our net as,swear that before tomorrow night he will be fluttering  across our net as,0,1
5741,"helpless as one of his own butterflies. a pin, a cork, and a card, and","helpless as one <mask> his own butterflies. a pin, a cork, and a card, and","helpless as one  of his own butterflies. a pin, a cork, and a card, and",1,1
5742,"we add him to the baker street collection!"" he burst into one of his","we add him <mask> the baker street collection!"" he burst into one <mask> his","we add him  to the baker street collection!"" he burst into one  of his",2,2
5743,rare fits of laughter as he turned away from the picture. i have not,rare fits <mask> laughter as he turned away <mask> the picture. i have not,rare fits  of laughter as he turned away  from the picture. i have not,2,2
5744,"heard him laugh often, and it has always boded ill to somebody.","heard him laugh often, and it has always boded ill <mask> somebody.","heard him laugh often, and it has always boded ill  for somebody.",0,1
5745,,,,0,0
5746,"i was up betimes in the morning, but holmes was afoot earlier still, for","i was up betimes <mask> the morning, but holmes was afoot earlier still, <mask>","i was up betimes  in the morning, but holmes was afoot earlier still,  ",1,2
5747,"i saw him as i dressed, coming up the drive.","i saw him as i dressed, coming up the drive.","i saw him as i dressed, coming up the drive.",0,0
5748,,,,0,0
5749,"""yes, we should have a full day today,"" he remarked, and he rubbed his","""yes, we should have a full day today,"" he remarked, and he rubbed his","""yes, we should have a full day today,"" he remarked, and he rubbed his",0,0
5750,"hands with the joy of action. ""the nets are all in place, and the drag","hands <mask> the joy <mask> action. ""the nets are all <mask> place, and the drag","hands  on the joy  of action. ""the nets are all  in place, and the drag",2,3
5751,is about to begin. we'll know before the day is out whether we have,is <mask> <mask> begin. we'll know before the day is out whether we have,is  about  to begin. we'll know before the day is out whether we have,2,2
5752,"caught our big, leanjawed pike, or whether he has got through the","caught our big, leanjawed pike, or whether he has got through the","caught our big, leanjawed pike, or whether he has got through the",0,0
5753,"meshes.""","meshes.""","meshes.""",0,0
5754,,,,0,0
5755,"""have you been on the moor already?""","""have you been <mask> the moor already?""","""have you been  to the moor already?""",0,1
5756,,,,0,0
5757,"""i have sent a report from grimpen to princetown as to the death of","""i have sent a report <mask> grimpen <mask> princetown as <mask> the death <mask>","""i have sent a report  to grimpen  and princetown as  to the death .""",1,4
5758,selden. i think i can promise that none of you will be troubled in the,selden. i think i can promise that none <mask> you will be troubled <mask> the,selden. i think i can promise that none  of you will be troubled  by the,1,2
5759,"matter. and i have also communicated with my faithful cartwright, who","matter. and i have also communicated <mask> my faithful cartwright, who","matter. and i have also communicated  with my faithful cartwright, who",1,1
5760,"would certainly have pined away at the door of my hut, as a dog does at","would certainly have pined away <mask> the door <mask> my hut, as a dog does <mask>","would certainly have pined away  at the door  of my hut, as a dog does .",2,3
5761,"his master's grave, if i had not set his mind at rest about my safety.""","his master's grave, if i had not set his mind <mask> rest <mask> my safety.""","his master's grave, if i had not set his mind  to rest  for my safety.""",0,2
5762,,,,0,0
5763,"""what is the next move?""","""what is the next move?""","""what is the next move?""",0,0
5764,,,,0,0
5765,"""to see sir henry. ah, here he is!""","""to see sir henry. ah, here he is!""","""to see sir henry. ah, here he is!""",0,0
5766,,,,0,0
5767,"""good-morning, holmes,"" said the baronet. ""you look like a general who","""good-morning, holmes,"" said the baronet. ""you look like a general who","""good-morning, holmes,"" said the baronet. ""you look like a general who",0,0
5768,"is planning a battle with his chief of the staff.""","is planning a battle <mask> his chief <mask> the staff.""","is planning a battle  with his chief  of the staff.""",2,2
5769,,,,0,0
5770,"""that is the exact situation. watson was asking for orders.""","""that is the exact situation. watson was asking <mask> orders.""","""that is the exact situation. watson was asking  for orders.""",1,1
5771,,,,0,0
5772,"""and so do i.""","""and so do i.""","""and so do i.""",0,0
5773,,,,0,0
5774,"""very good. you are engaged, as i understand, to dine with our friends","""very good. you are engaged, as i understand, <mask> dine <mask> our friends","""very good. you are engaged, as i understand,  to dine  with our friends",2,2
5775,"the stapletons tonight.""","the stapletons tonight.""","the stapletons tonight.""",0,0
5776,,,,0,0
5777,"""i hope that you will come also. they are very hospitable people, and i","""i hope that you will come also. they are very hospitable people, and i","""i hope that you will come also. they are very hospitable people, and i",0,0
5778,"am sure that they would be very glad to see you.""","am sure that they would be very glad <mask> see you.""","am sure that they would be very glad  to see you.""",1,1
5779,,,,0,0
5780,"""i fear that watson and i must go to london.""","""i fear that watson and i must go <mask> london.""","""i fear that watson and i must go  to london.""",1,1
5781,,,,0,0
5782,"""to london?""","""to london?""","""to london?""",0,0
5783,,,,0,0
5784,"""yes, i think that we should be more useful there at the present","""yes, i think that we should be more useful there <mask> the present","""yes, i think that we should be more useful there  than the present",0,1
5785,"juncture.""","juncture.""","juncture.""",0,0
5786,,,,0,0
5787,the baronet's face perceptibly lengthened.,the baronet's face perceptibly lengthened.,the baronet's face perceptibly lengthened.,0,0
5788,,,,0,0
5789,"""i hoped that you were going to see me through this business. the hall","""i hoped that you were going <mask> see me through this business. the hall","""i hoped that you were going  to see me through this business. the hall",1,1
5790,"and the moor are not very pleasant places when one is alone.""","and the moor are not very pleasant places when one is alone.""","and the moor are not very pleasant places when one is alone.""",0,0
5791,,,,0,0
5792,"""my dear fellow, you must trust me implicitly and do exactly what i tell","""my dear fellow, you must trust me implicitly and do exactly what i tell","""my dear fellow, you must trust me implicitly and do exactly what i tell",0,0
5793,you. you can tell your friends that we should have been happy to have,you. you can tell your friends that we should have been happy <mask> have,you. you can tell your friends that we should have been happy  to have,1,1
5794,"come with you, but that urgent business required us to be in town. we","come <mask> you, but that urgent business required us <mask> be <mask> town. we","come  to you, but that urgent business required us  to be  in town. we",2,3
5795,hope very soon to return to devonshire. will you remember to give them,hope very soon <mask> return <mask> devonshire. will you remember <mask> give them,hope very soon  you return  to devonshire. will you remember  to give them,2,3
5796,"that message?""","that message?""","that message?""",0,0
5797,,,,0,0
5798,"""if you insist upon it.""","""if you insist upon it.""","""if you insist upon it.""",0,0
5799,,,,0,0
5800,"""there is no alternative, i assure you.""","""there is no alternative, i assure you.""","""there is no alternative, i assure you.""",0,0
5801,,,,0,0
5802,i saw by the baronet's clouded brow that he was deeply hurt by what he,i saw <mask> the baronet's clouded brow that he was deeply hurt <mask> what he,i saw  from the baronet's clouded brow that he was deeply hurt  by what he,1,2
5803,regarded as our desertion.,regarded as our desertion.,regarded as our desertion.,0,0
5804,,,,0,0
5805,"""when do you desire to go?"" he asked coldly.","""when do you desire <mask> go?"" he asked coldly.","""when do you desire  to go?"" he asked coldly.",1,1
5806,,,,0,0
5807,"""immediately after breakfast. we will drive in to coombe tracey, but","""immediately after breakfast. we will drive <mask> <mask> coombe tracey, but","""immediately after breakfast. we will drive  back  to coombe tracey, but",1,2
5808,watson will leave his things as a pledge that he will come back to you.,watson will leave his things as a pledge that he will come back <mask> you.,watson will leave his things as a pledge that he will come back  to you.,1,1
5809,"watson, you will send a note to stapleton to tell him that you regret","watson, you will send a note <mask> stapleton <mask> tell him that you regret","watson, you will send a note  to stapleton  to tell him that you regret",2,2
5810,"that you cannot come.""","that you cannot come.""","that you cannot come.""",0,0
5811,,,,0,0
5812,"""i have a good mind to go to london with you,"" said the baronet. ""why","""i have a good mind <mask> go <mask> london <mask> you,"" said the baronet. ""why","""i have a good mind  to go  to london  with you,"" said the baronet. ""why",3,3
